WKT,ID
"MULTILINESTRING ((5.72206373546476 45.0750899569561,5.72207837040749 45.0765400936971,5.71398799195241 45.0790636776896,5.70569647466471 45.0817023567565,5.70143233420965 45.0830382932449,5.69850550763509 45.0839723029314,5.69889719666017 45.086897116169,5.69927612300113 45.0896357494193,5.69969006621797 45.0926510201753,5.70011210139854 45.0957012327413,5.70039295667982 45.0977764638108,5.70245584831096 45.1003751802198,5.70657374214194 45.1023762148064,5.70868482138341 45.1034132501783))",LIGNELEC0000000024796836
"MULTILINESTRING ((5.97120031233288 45.1182312329446,5.9679187502643 45.1177383814484,5.96459468875686 45.117234851787,5.95960234687459 45.1164673765886,5.9558695805578 45.1159086662175,5.95328486762257 45.1149671186077))",LIGNELEC0000002001956615
"MULTILINESTRING ((5.70889777279129 45.1071775644455,5.7102503701081 45.107706864125,5.71468451536445 45.1092341504169))",LIGNELEC0000000024796812
"MULTILINESTRING ((5.87390630327351 45.0748077779963,5.87249370396103 45.0719880806004))",LIGNELEC0000000024796710
"MULTILINESTRING ((5.70802605549355 45.1075401992219,5.7046588933891 45.1064975965456,5.69961375822308 45.1039252362048,5.69077595467583 45.1068543312752,5.68580417659867 45.1095022288727,5.68549768327886 45.1116231758944,5.68460750970954 45.1159501247993,5.68379353411247 45.1200382908097,5.68293411776891 45.1241897092853,5.68086353150731 45.1265756088029,5.67803236557486 45.1298518300205,5.67514822481564 45.1332247426544,5.67341616506299 45.1358627384987,5.67195855649464 45.138813056684,5.67041490673943 45.1420437994894,5.67008088315758 45.1467474080517,5.66743765722908 45.1514873429238,5.66113128076919 45.1615850487599,5.65986621838278 45.163632382197,5.65673441866003 45.1686314415705,5.6550395128387 45.1707258868904,5.65157651610681 45.1750713918541,5.65135745781435 45.1798460820955,5.65116601981343 45.183325492188,5.65091133985622 45.18748570327,5.65079327714075 45.1902309226244,5.65080311441564 45.1922622758545,5.65099362309451 45.1968632863776,5.65002206194677 45.1998026520222,5.64778643505367 45.2019944932841,5.6464090043059 45.2032605183396,5.64537336186856 45.2042373391267,5.63992764926522 45.2094591540924,5.63828243887133 45.2148810627634,5.63766448404457 45.2169083269671,5.63854830823931 45.2201253776528,5.63976431953338 45.2245679453941,5.64074374623439 45.2266484612099))",LIGNELEC0000000024796676
"MULTILINESTRING ((5.71468451536445 45.1092341504169,5.7101246649839 45.1078693853686))",LIGNELEC0000000024796742
"MULTILINESTRING ((5.70944347396867 45.1084093865675,5.70960834435805 45.1085035802405,5.71153642639723 45.1109027227736,5.71358694904511 45.1129375826649,5.71456179070655 45.1149067133408,5.71615868031359 45.118127398916,5.71542383590305 45.1208643233051,5.7149304904029 45.1238061815938,5.7143962554583 45.1263003675766,5.71384919104196 45.1289768528402,5.70922228520846 45.1294641580882))",LIGNELEC0000000024796824
"MULTILINESTRING ((5.79159372224095 45.0468758111722,5.79158130348707 45.0464995258545))",LIGNELEC0000000269643510
"MULTILINESTRING ((5.79425401119317 45.0488920760501,5.7916170178017 45.047444626946))",LIGNELEC0000002215551528
"MULTILINESTRING ((5.69998112914015 45.1034190262386,5.70536399423047 45.1056363145224,5.70855985689801 45.1065839552837))",LIGNELEC0000000024796943
"MULTILINESTRING ((5.76604628725087 44.8804183991259,5.76405077795072 44.8818374606375,5.76393928686065 44.8819150106603,5.76227800844088 44.8830725656373,5.75820837798345 44.8888583852757,5.75701167566462 44.890501608269,5.75489271826707 44.8934965216786,5.75304954057036 44.8960719454594,5.75045321520695 44.8997317504897,5.74832204469524 44.9027502555428,5.74413958463619 44.9085941712706,5.74260615890713 44.9107572548394,5.74087004987533 44.913185675572,5.73935731313386 44.9152842371543,5.73798253747724 44.9171982967101,5.73711927586274 44.9184754165621,5.73562672010803 44.9204995532115,5.73383364404657 44.9230202493507,5.73274601693168 44.9245370860644,5.73034971943039 44.9279311096862,5.729375617576 44.9292568344089,5.72792001595711 44.9312700426657,5.72647881987027 44.9333729664766,5.72273372786794 44.9387566421184,5.72044951163406 44.9417666128484,5.71787065955125 44.945402652866,5.7152045571282 44.9491038227624,5.71216619249436 44.953325715339,5.7107477450079 44.9565260555075,5.71001123028282 44.9589800307941,5.70828024996994 44.9634383981441,5.70786398681728 44.9662998708824,5.70749174286441 44.9691539652664,5.70707005416351 44.972220073434,5.70641569145469 44.977117964106,5.70530563684777 44.9805728903144,5.70420133179482 44.9839393776447,5.70309168301478 44.9873294072532,5.70164702741955 44.9917257597765,5.70078130016434 44.9943089418313,5.70025007319709 44.9966948091816,5.69939085901903 45.0005751198814,5.69845017638737 45.0028727154069,5.69676860832839 45.0067693447367,5.69505263561048 45.0107739878328,5.69422928215553 45.0133263620747,5.69158183913594 45.0213985500565,5.69052076197712 45.0246674583261,5.69024192709503 45.0286985367097,5.69078999405839 45.0349988346381,5.69133938127076 45.0412711834621,5.69149680142268 45.0429854099395,5.691945848233 45.0501539012886,5.69218048027838 45.0538680897267,5.69107028761012 45.0644518128947,5.69068104684094 45.0685432569737,5.69022365968327 45.0728579735361,5.68991497854635 45.075930341614,5.68954299947623 45.0798024503997,5.6891339878466 45.0836988782047,5.68879437036555 45.087108938666,5.6887862900779 45.0897443189467,5.68877767165657 45.0944049802514,5.68877666086937 45.0944104101564,5.68916865174655 45.0982496815967,5.69126062723238 45.0992965044158,5.69444325910336 45.1009854119546,5.69982475970441 45.1037372372811,5.70480586508048 45.1063273583269,5.70816035592644 45.1073711651403))",LIGNELEC0000000302652646
"MULTILINESTRING ((5.707919106715 45.1076698286541,5.7073451272145 45.1075080904502,5.70448558398359 45.1066756810466,5.70079626130795 45.1083363547447,5.69273712242866 45.1139990500993,5.68659738575682 45.1181698121673,5.6863555412813 45.1211595006312,5.68607186956752 45.1244709271073,5.68575376932009 45.1280994089055,5.68550917378227 45.1311396187399,5.6826783363276 45.1387692306779,5.68330081253607 45.1422147177228,5.68380077492842 45.1449370054383,5.68616671515736 45.14767563583,5.69197104091457 45.1543872992718,5.69413220183424 45.1569027907514,5.69710748978011 45.1603193252311,5.69906751363763 45.1626422923491,5.69929183609368 45.1638053825844,5.69967949665423 45.1657915829376,5.69973762500377 45.1689957191675,5.69978447148593 45.1721244518336,5.69982640156811 45.1740451438791,5.69984946512004 45.1758653878317,5.69997607901866 45.1793525726769))",LIGNELEC0000000024796851
"MULTILINESTRING ((5.70879241063599 45.1036908243655,5.71005809917919 45.1018257631626,5.71338605726334 45.0995483216515,5.71707605336532 45.0972925808227,5.72052480928435 45.0948425946771,5.72545902506159 45.0927354665599))",LIGNELEC0000000024796975
"MULTILINESTRING ((5.70670535938412 45.1035180983367,5.70854649627805 45.1037877946611))",LIGNELEC0000002215551524
"MULTILINESTRING ((5.70789130566177 45.1038658791469,5.70670535938412 45.1035180983367))",LIGNELEC0000002215551525
"MULTILINESTRING ((5.87390630327351 45.0748077779963,5.87383189760087 45.0742754110022))",LIGNELEC0000000024796755
"MULTILINESTRING ((5.88301034207895 45.0777575336383,5.88587082159695 45.0786547393046,5.88841330268591 45.079450198111))",LIGNELEC0000002215551535
"MULTILINESTRING ((5.88301034207895 45.0777575336383,5.88057799947574 45.0769987515721,5.87803802432262 45.0763463131726))",LIGNELEC0000002221758397
"MULTILINESTRING ((5.55309606730337 45.0832559916049,5.55064728097473 45.0850192157369,5.55159874375132 45.0875892214612,5.5527512059441 45.0906879315789,5.55370855666012 45.0932433786376,5.55471997590744 45.096089463216,5.55570334690156 45.0987370939377,5.55604596743266 45.1018075108109,5.55639566813708 45.1050597435205,5.55666326223534 45.1076841521508,5.55705202351942 45.1111490002822,5.55736331860879 45.1138652001656,5.55760265582936 45.1164263003378,5.557917026083 45.1190694620341,5.55906862681048 45.1201267883358,5.56249241508765 45.1231994188664,5.56514164018442 45.1256357383238,5.56704264146152 45.1273207781731,5.568988027328 45.1290552157715,5.57081762260623 45.1307598606923,5.57262412633972 45.1324857319191,5.57505821409459 45.1349295070219,5.57619254431953 45.1360672531802,5.57858172815956 45.1384138012423,5.58005457330999 45.1398499872073,5.58173247787622 45.1415624868379,5.58373635867178 45.1434674111569,5.58590639248663 45.1456035842628,5.58789590444778 45.1475493156296,5.5893866385772 45.1490038963752,5.59149366825724 45.149608113577,5.59530164196654 45.1506502059284,5.59817529388491 45.151474298503,5.60115137696766 45.1522815164374,5.60951902855961 45.1545203259001,5.61122899585638 45.1560451822287,5.61228790191774 45.1573690448323,5.61359758402803 45.159016755531,5.61553829601853 45.1614118280859,5.61713815746877 45.1633779278244,5.61767244738802 45.1643167520592,5.61974522189153 45.1675645278238,5.62060035535799 45.1689336497436,5.62209516150434 45.1713120724048,5.62312471416241 45.1729482546537,5.62478977331113 45.1755839110873,5.62841946609883 45.1766021012714,5.63214709435207 45.1776142633672,5.63586285608831 45.1786419002766,5.64027110807258 45.1798449326283,5.64414589459202 45.1809153872124,5.64749691367528 45.1805548592648,5.65100336224849 45.1801418880702,5.65423645857362 45.179767740101,5.65951327587247 45.1791637287656,5.66326744831273 45.1787399601623,5.66527392219401 45.178503766285,5.6728041607259 45.1776389689232,5.67809215642299 45.1770365052339,5.67895648116264 45.1769977417567,5.68116554968002 45.1786483579822,5.6838331459676 45.179155432457,5.6849316262505 45.1791641474317))",LIGNELEC0000000024796665
"MULTILINESTRING ((5.70931470018453 45.1054115181242,5.7105742793816 45.1059385690743,5.7141351110065 45.1053347810248))",LIGNELEC0000002215551533
"MULTILINESTRING ((5.87803802432262 45.0763463131726,5.8779542295937 45.0764971416712,5.87496309384088 45.0758734086319,5.87390630327351 45.0748077779963))",LIGNELEC0000002221758398
"MULTILINESTRING ((5.87803802432262 45.0763463131726,5.86992255043048 45.074041934994,5.86775137150116 45.0734347269376,5.85914643594395 45.0709899221836,5.85750976963166 45.0708355077415,5.85436297246777 45.0705639090118,5.85132182957918 45.0702940225196,5.84869892187997 45.0700719215398,5.8447910018417 45.0697077973038,5.8410872798942 45.069407703997,5.82779839621858 45.0682547714339,5.82502801730252 45.0680034273695,5.81966768670286 45.0675220950227,5.81518638469001 45.0671498332087,5.80600856654387 45.066166035726,5.80013807190344 45.0637397464578,5.79697469772012 45.0624858214692,5.79435744526882 45.0614478523136))",LIGNELEC0000002221758399
"MULTILINESTRING ((5.7106391859425 45.1056504946889,5.70948514932722 45.1052010617594))",LIGNELEC0000002215551532
"MULTILINESTRING ((5.84610907254435 45.054233218156,5.85099649070088 45.0545830050323,5.85340457712126 45.0553673409341,5.85660252233713 45.056383641134,5.85952419508303 45.0581601661877,5.86200113805022 45.0593903433447,5.86339480151498 45.0607888801947,5.86538852854305 45.0627819298878,5.8666472940831 45.0641496648541))",LIGNELEC0000002215551541
