WKT,geo_point_
"MULTILINESTRING ((6.08212508516192 44.9942891142961,6.08730206880815 44.9922752694834,6.09069567092687 44.991156619245,6.10076605326947 44.9900375140859,6.10467504478293 44.9886494983022,6.10978919870109 44.9882553049254))","(2:44.9906921322,6.09582663023)"
"MULTILINESTRING ((5.84330603694411 45.2203916148391,5.84438789656036 45.2198858100823))","(2:45.2201387125,5.84384696675)"
"MULTILINESTRING ((5.61657348397575 45.2869039965148,5.61592190906545 45.2871114092255))","(2:45.2870077029,5.61624769652)"
"MULTILINESTRING ((5.62476181842969 45.2554853997632,5.62417211476413 45.2558495511495,5.62374471958603 45.2556342375167))","(2:45.2556978724,5.62425924573)"
"MULTILINESTRING ((5.66053726168296 45.0271263369254,5.65900327268445 45.0272495752138))","(2:45.0271879561,5.65977026718)"
"MULTILINESTRING ((5.69128827764485 45.0747175969523,5.69251400246976 45.0740049446365,5.69381141618081 45.0733471616815))","(2:45.0740142736,5.69254000422)"
"MULTILINESTRING ((5.66963895427865 45.0619340802889,5.67019282653649 45.061870822904))","(2:45.0619024516,5.66991589041)"
"MULTILINESTRING ((5.66627959949098 45.0530791712362,5.6658575530701 45.0523085471254))","(2:45.0526938592,5.66606857628)"
"MULTILINESTRING ((5.65813443776482 45.0319036318427,5.66085506733889 45.0318783149343,5.66301923677046 45.0315923996255,5.6637037801945 45.031499205951))","(2:45.0317876287,5.66092525763)"
"MULTILINESTRING ((5.65444282420338 45.0264290299096,5.65378226033955 45.026775947474))","(2:45.0266024887,5.65411254227)"
"MULTILINESTRING ((5.65493125972085 45.0207893642959,5.65589223563811 45.0207978606854))","(2:45.0207936125,5.65541174768)"
"MULTILINESTRING ((5.6799922506391 45.0685374531599,5.67776012491271 45.0693527578893))","(2:45.0689451055,5.67887618778)"
"MULTILINESTRING ((5.6955863168906 45.0811029773543,5.6980019740369 45.0780646804447,5.70110828895607 45.0769509823793))","(2:45.0786299008,5.69806282826)"
"MULTILINESTRING ((5.55864411318065 45.0446939903487,5.55778386545863 45.0449232348889))","(2:45.0448086126,5.55821398932)"
"MULTILINESTRING ((5.56878173293313 45.0735704671374,5.56969467706839 45.073730835054))","(2:45.0736506511,5.569238205)"
"MULTILINESTRING ((5.52155919650775 45.0866890848985,5.51860724707692 45.0838999511286,5.51805177242045 45.0825738931665))","(2:45.0847565539,5.51962470897)"
"MULTILINESTRING ((5.52473235759543 45.0636891751271,5.52466118795181 45.0639510806873))","(2:45.0638201279,5.52469677277)"
"MULTILINESTRING ((5.53590900505963 45.0725421051278,5.52947804115641 45.0713142840982))","(2:45.0719281946,5.53269352311)"
"MULTILINESTRING ((5.5590977285315 45.0501334317883,5.55818687773061 45.0481161122676))","(2:45.049124772,5.55864230313)"
"MULTILINESTRING ((5.56600875763315 45.075071401442,5.56636554288777 45.0756236009795))","(2:45.0753475012,5.56618715026)"
"MULTILINESTRING ((6.04705615038627 45.0189523524578,6.0458015607583 45.0186520972479))","(2:45.0188022249,6.04642885557)"
"MULTILINESTRING ((6.04555376809265 45.0185608097545,6.04517040806522 45.0185674336462,6.04353427824719 45.0186626118361))","(2:45.0186053722,6.04454378414)"
"MULTILINESTRING ((5.79998770728751 44.9660861356008,5.80160764240884 44.9668753143748,5.802643919185 44.9669761893781))","(2:44.9666436979,5.80128403927)"
"MULTILINESTRING ((5.79648994135987 44.9715042587981,5.79818262932886 44.9722056847226,5.80032714893828 44.9753434451457))","(2:44.9731501568,5.79863080287)"
"MULTILINESTRING ((5.8505260478188 44.9894141397568,5.85466936076644 44.994566289512,5.85634863821049 44.9966517888278))","(2:44.9930333359,5.8534368812)"
"MULTILINESTRING ((5.78776422054972 45.0816127345674,5.78757099788661 45.0820096053816,5.78675745096637 45.0821051489727,5.78886625120468 45.0850007704983))","(2:45.0831412186,5.78768915755)"
"MULTILINESTRING ((5.62336054973286 45.294670038949,5.62341002825737 45.2945940091795,5.62419262608914 45.2945860965567,5.62485549517541 45.2946466412131))","(2:45.2946039088,5.62408939642)"
"MULTILINESTRING ((5.63812129473918 45.3019922521357,5.63854314063725 45.3018548492786))","(2:45.3019235507,5.63833221769)"
"MULTILINESTRING ((5.67268826491303 45.2935499202273,5.67409839269966 45.2931647314465))","(2:45.2933573258,5.67339332881)"
"MULTILINESTRING ((5.63362335407934 45.2731828762609,5.63360446118436 45.2731805999069,5.63176829821868 45.2730795250328))","(2:45.2731305917,5.63269587953)"
"MULTILINESTRING ((5.81855582835476 45.422536008048,5.81892036787336 45.4226232969699,5.8197230254268 45.4228091806142))","(2:45.4226735286,5.81913920686)"
"MULTILINESTRING ((5.74908534027284 44.9497462254471,5.74931212110645 44.9496848777207,5.75667606396076 44.9452709376922,5.77181942202109 44.9291809468446,5.77600454644977 44.9254704836192,5.77909168003729 44.9191508309545,5.77956500974085 44.9181817584843))","(2:44.9352236952,5.76567556001)"
"MULTILINESTRING ((5.75427460123949 45.0064504570456,5.75496448295741 45.0047983627665))","(2:45.0056244099,5.7546195421)"
"MULTILINESTRING ((5.75835893641173 45.0116936085184,5.75887256610196 45.0114083002744,5.75920237915706 45.0112720326386,5.75936390641229 45.011161700054,5.75985093142907 45.0109331478467))","(2:45.0113057435,5.7591011773)"
"MULTILINESTRING ((5.76510275829724 45.0237238476274,5.76700649634999 45.0224351325782))","(2:45.0230794901,5.76605462732)"
"MULTILINESTRING ((5.7607265827015 45.0278983101741,5.76055307581759 45.0279952301874))","(2:45.0279467702,5.76063982926)"
"MULTILINESTRING ((5.73322654043946 44.8402323994323,5.72742623014447 44.8410146848615))","(2:44.8406235421,5.73032638529)"
"MULTILINESTRING ((5.87190334822113 45.2093332577163,5.87206757525611 45.2093102582141))","(2:45.209321758,5.87198546174)"
"MULTILINESTRING ((5.68816738957295 45.3686692216209,5.68562318710485 45.3672253971097))","(2:45.3679473094,5.68689528834)"
"MULTILINESTRING ((5.26338409736815 45.0644125351915,5.25820491205607 45.0646410995493))","(2:45.0645268174,5.26079450471)"
"MULTILINESTRING ((5.25173535944833 45.0643476654085,5.25335378286777 45.0648457776009))","(2:45.0645967215,5.25254457116)"
"MULTILINESTRING ((5.26751348050557 45.0673795322439,5.2681321561891 45.0672310011773))","(2:45.0673052667,5.26782281835)"
"MULTILINESTRING ((5.27943814701643 45.0725581883164,5.27850194451483 45.0729281895289,5.2770757092927 45.0734118403482))","(2:45.0729990135,5.27826206456)"
"MULTILINESTRING ((5.26067270411526 45.0616932195984,5.26018772208354 45.0616365814752))","(2:45.0616649005,5.2604302131)"
"MULTILINESTRING ((5.75262726282798 45.3976571753876,5.7516262852842 45.3975736998815))","(2:45.3976154376,5.75212677406)"
"MULTILINESTRING ((5.74106955411007 45.3944318835915,5.74141698506866 45.394400502361,5.74199607404386 45.3945232901764,5.74327210547338 45.3944339250761))","(2:45.3944643436,5.74216819836)"
"MULTILINESTRING ((5.74296682154175 45.388658919426,5.7422412829792 45.3887070878005))","(2:45.3886830036,5.74260405226)"
"MULTILINESTRING ((5.7276784603796 45.3873593503833,5.72808197709554 45.3879507453342,5.72819623658626 45.3881345626818,5.72836265279025 45.3884104398208,5.72850687465096 45.3887224065235))","(2:45.3880279904,5.72811500555)"
"MULTILINESTRING ((5.74163645771769 45.3977739108167,5.74233633915102 45.3983747986495))","(2:45.3980743547,5.74198639843)"
"MULTILINESTRING ((5.74716762881014 45.3784859992509,5.74731052392611 45.3784806279308))","(2:45.3784833136,5.74723907637)"
"MULTILINESTRING ((5.83623730094708 44.8708424120052,5.83944461533504 44.870042862028,5.84415910830364 44.8676499459064))","(2:44.8694604643,5.84027812816)"
"MULTILINESTRING ((5.83921556539728 44.8771137967618,5.84009427456281 44.8762359017268))","(2:44.8766748492,5.83965491998)"
"MULTILINESTRING ((5.82964269687866 44.8864070999762,5.83544940944137 44.8889925762606))","(2:44.8876998381,5.83254605316)"
"MULTILINESTRING ((5.82964269687866 44.8864070999762,5.82659021512668 44.8881203515731,5.82489451107165 44.8883687172588))","(2:44.8875860962,5.82733614338)"
"MULTILINESTRING ((5.84978299820747 44.8808529613488,5.85124736771264 44.8805563258073))","(2:44.8807046436,5.85051518296)"
"MULTILINESTRING ((5.85217231448651 44.8803481041074,5.85124736771264 44.8805563258073))","(2:44.880452215,5.8517098411)"
"MULTILINESTRING ((5.84866164827933 44.8889750873061,5.84934646384526 44.8885132961181))","(2:44.8887441917,5.84900405606)"
"MULTILINESTRING ((5.84792390848853 44.8770909291581,5.84824721728596 44.8764810885336))","(2:44.8767860088,5.84808556289)"
"MULTILINESTRING ((5.90837788978348 44.8526217988096,5.9058570734128 44.8604986383858))","(2:44.8565602186,5.9071174816)"
"MULTILINESTRING ((5.97122492048627 45.378844577312,5.97149475108756 45.3791640974365))","(2:45.3790043374,5.97135983579)"
"MULTILINESTRING ((5.94223249765498 45.3950226639857,5.94264979936278 45.3948593950727))","(2:45.3949410295,5.94244114851)"
"MULTILINESTRING ((5.94748981865685 45.4063952878281,5.94632811079568 45.4043891143212))","(2:45.4053922011,5.94690896473)"
"MULTILINESTRING ((5.93505355562533 45.3907072035688,5.93359204176383 45.3894823344303,5.93348920668594 45.3875929470027,5.93165713655553 45.384695473479))","(2:45.387813211,5.93328810874)"
"MULTILINESTRING ((5.62132574021284 44.8531401332067,5.6208336834255 44.8526549061652))","(2:44.8528975197,5.62107971182)"
"MULTILINESTRING ((5.58054141650295 44.8345591480166,5.5799536800846 44.8359032028234,5.58049203028727 44.8423505478752,5.58068136766049 44.8437927306004))","(2:44.8391293377,5.58028306585)"
"MULTILINESTRING ((5.60488326295068 44.8362548968018,5.60350117030725 44.8360605724816))","(2:44.8361577346,5.60419221663)"
"MULTILINESTRING ((5.82055333351049 45.1580037826948,5.82005185338952 45.1583889359596,5.81997586387866 45.1586899212678,5.81788469556274 45.1602267068252))","(2:45.1591521402,5.81927062881)"
"MULTILINESTRING ((5.84654730830204 45.1384165575529,5.84391376897365 45.1381291956724))","(2:45.1382728766,5.84523053864)"
"MULTILINESTRING ((5.86607600372293 45.1565391411326,5.86657329635063 45.1551101406254,5.86684396566185 45.154630957523,5.86724674875988 45.1545127973936,5.86901164598479 45.1552105252592,5.87024019240746 45.1547702447195))","(2:45.1551269235,5.86777502627)"
"MULTILINESTRING ((5.86629263833634 45.173167929343,5.86415251034517 45.175604496737))","(2:45.174386213,5.86522257434)"
"MULTILINESTRING ((5.86834635254168 45.1715151960171,5.8742945143822 45.1724629089093))","(2:45.1719890525,5.87132043346)"
"MULTILINESTRING ((5.85182151193272 45.1532437638777,5.85088922699041 45.1539029219115,5.85070204290892 45.1539053255007))","(2:45.1536199368,5.85127652504)"
"MULTILINESTRING ((5.85026441103508 45.1475392569278,5.8506788191219 45.1477009531606))","(2:45.147620105,5.85047161508)"
"MULTILINESTRING ((5.83965166709885 45.143989635764,5.84059208063207 45.1437217282613))","(2:45.143855682,5.84012187387)"
"MULTILINESTRING ((5.71398713252997 45.21202220069,5.71443777273071 45.2119215550909))","(2:45.2119718779,5.71421245263)"
"MULTILINESTRING ((5.72059846156159 45.2181668788416,5.7215477814605 45.2183881235616))","(2:45.2182775012,5.72107312151)"
"MULTILINESTRING ((5.72434980461476 45.2267359936145,5.7255826595497 45.2264322858602))","(2:45.2265841397,5.72496623208)"
"MULTILINESTRING ((5.70404365166776 45.2140695008486,5.70415060308803 45.2143427792927))","(2:45.2142061401,5.70409712738)"
"MULTILINESTRING ((5.90758066458815 44.8683600387557,5.90650378366679 44.870967164414))","(2:44.8696636016,5.90704222413)"
"MULTILINESTRING ((5.57529728431539 44.8694635884338,5.57574109639475 44.869601703897))","(2:44.8695326462,5.57551919036)"
"MULTILINESTRING ((5.62107074355204 44.8759670897442,5.62302340935313 44.8750506065853))","(2:44.8755088482,5.62204707645)"
"MULTILINESTRING ((5.61213612699622 44.8674054547419,5.61496377304214 44.8665952202393))","(2:44.8670003375,5.61354995002)"
"MULTILINESTRING ((5.59642742058408 44.8705712187176,5.5933971694996 44.8701166112637,5.59299597793349 44.8700531517352))","(2:44.8703135969,5.59471148172)"
"MULTILINESTRING ((5.60428613084348 44.8684762965237,5.60352595920433 44.8673365440968))","(2:44.8679064203,5.60390604502)"
"MULTILINESTRING ((5.85788291308213 45.2413130856884,5.85932220875972 45.2420299693112))","(2:45.2416715275,5.85860256092)"
"MULTILINESTRING ((5.64227737288094 45.1879667522611,5.64417120255358 45.1884616508185,5.64421402199232 45.1888953722863,5.64637084488362 45.1892708688426,5.64685559730947 45.1892730464324))","(2:45.1887307332,5.64452529279)"
"MULTILINESTRING ((5.61793281918878 45.1557573824416,5.61746391590514 45.1531449603385,5.61608837580595 45.1519951330995))","(2:45.1536927886,5.61732657024)"
"MULTILINESTRING ((5.63045391854425 45.1735607625337,5.63773714009935 45.1757417804599))","(2:45.1746512715,5.63409552932)"
"MULTILINESTRING ((5.63599400785659 45.1844660513136,5.63552279054109 45.1846649143899))","(2:45.1845654829,5.6357583992)"
"MULTILINESTRING ((5.63480504582343 45.1836774426707,5.63479922612886 45.1831905731037))","(2:45.1834340079,5.63480213598)"
"MULTILINESTRING ((5.64713978249597 45.1707191528777,5.6468613221765 45.1703846454474))","(2:45.1705518992,5.64700055234)"
"MULTILINESTRING ((5.85315185137693 45.290596851147,5.85533225609171 45.2912625543296))","(2:45.2909297027,5.85424205373)"
"MULTILINESTRING ((5.61607143205523 44.9155932663064,5.61573337147087 44.914821428947))","(2:44.9152073476,5.61590240176)"
"MULTILINESTRING ((5.62237708615285 44.9393497074168,5.6223916106332 44.940414389893))","(2:44.9398820487,5.62238434839)"
"MULTILINESTRING ((5.6161395628037 44.9227949850677,5.61591883171151 44.9254073223166,5.61546699244289 44.9265460517917))","(2:44.924698467,5.61592209833)"
"MULTILINESTRING ((5.81952515151161 45.3439781575455,5.82171429516253 45.3445179252057,5.82367162970898 45.3441532925102,5.82379270611754 45.3441919964268))","(2:45.3442857204,5.82165417237)"
"MULTILINESTRING ((5.82580444199263 45.3526531042183,5.82454151576909 45.352888953226,5.82397070351849 45.3533035484119))","(2:45.3528863112,5.82484797346)"
"MULTILINESTRING ((5.82397070351849 45.3533035484119,5.82394339035707 45.3533366857527))","(2:45.3533201171,5.82395704694)"
"MULTILINESTRING ((5.7764918964113 45.3147271019845,5.77504378674363 45.3140434520928))","(2:45.314385277,5.77576784158)"
"MULTILINESTRING ((5.76650912351777 45.3068572427225,5.7648743671673 45.3048882440859))","(2:45.3058727434,5.76569174534)"
"MULTILINESTRING ((5.36490467146257 45.1312360831031,5.36863153434316 45.12974621546,5.3679130783465 45.1293266026633))","(2:45.1303272163,5.367026381)"
"MULTILINESTRING ((5.8673326747143 45.0950519006129,5.86828057807413 45.0977069127525,5.86921978418591 45.0996666135247,5.87036336729727 45.1017465807915,5.87140382049042 45.1057743830293,5.87173715863366 45.1056093546592))","(2:45.1005359878,5.86956847012)"
"MULTILINESTRING ((5.78039229033485 44.9154412548437,5.77929254856457 44.915513097679))","(2:44.9154771763,5.77984241945)"
"MULTILINESTRING ((5.53741140373108 45.2808536842834,5.53743526886904 45.2808365309243,5.53789572492823 45.2805056604466))","(2:45.2806796709,5.5376535633)"
"MULTILINESTRING ((5.77769643272362 44.740760238249,5.77874718384157 44.7407700469539))","(2:44.7407651426,5.77822180828)"
"MULTILINESTRING ((5.31195113317636 45.1208903724113,5.31175434196212 45.1204708551689))","(2:45.1206806138,5.31185273757)"
"MULTILINESTRING ((5.71084163045947 45.0313193004403,5.70861581705496 45.0299432059456))","(2:45.0306312532,5.70972872376)"
"MULTILINESTRING ((5.61238986348611 44.8276185219556,5.6121262206029 44.826281804105))","(2:44.826950163,5.61225804204)"
"MULTILINESTRING ((5.72455109938318 44.763048868573,5.730775047723 44.7588670092695))","(2:44.7609579389,5.72766307355)"
"MULTILINESTRING ((5.730775047723 44.7588670092695,5.73080456645204 44.758876435515,5.73096756054786 44.7588979037471,5.73099462028135 44.7589082428607))","(2:44.7588870895,5.73088503829)"
"MULTILINESTRING ((5.5580664790111 45.0858505435789,5.55855768514516 45.0857992708958))","(2:45.0858249072,5.55831208208)"
"MULTILINESTRING ((5.61927851109513 44.8452126215434,5.61589282568203 44.8419249779796))","(2:44.8435687998,5.61758566839)"
"MULTILINESTRING ((5.5968137478751 44.9518708241178,5.59664281185704 44.9520526614261))","(2:44.9519617428,5.59672827987)"
"MULTILINESTRING ((5.59664281185704 44.9520526614261,5.59667634205359 44.9520703986128))","(2:44.95206153,5.59665957696)"
"MULTILINESTRING ((5.37325112898432 45.0590000862576,5.37478871745803 45.0599253052858,5.37509913022567 45.0604439376378,5.37597458702678 45.0614469620957,5.37663686018175 45.0617741689409,5.37699501806059 45.0618941809824,5.37843253845154 45.0615011083045))","(2:45.0607604006,5.37572856347)"
"MULTILINESTRING ((5.37269807568527 45.0590473442051,5.37325112898432 45.0590000862576))","(2:45.0590237152,5.37297460233)"
"MULTILINESTRING ((5.8521409784715 45.0832670167571,5.85723132651957 45.0846411927187,5.85825694490925 45.0847415940039,5.85929569706517 45.0847227126995,5.86090885016527 45.0853312280701,5.86167267643277 45.087451505991,5.86407960106556 45.0889905422694,5.86491591191959 45.0897847076343,5.86456224217429 45.0923441729005,5.8673326747143 45.0950519006129))","(2:45.0877858983,5.86092531035)"
"MULTILINESTRING ((5.93087023953668 45.2186050908473,5.92893743792242 45.2215108201638))","(2:45.2200579555,5.92990383873)"
"MULTILINESTRING ((5.81489432451457 45.126619428951,5.81486239516161 45.1266222124655,5.81439504593159 45.126684778754))","(2:45.126651416,5.81464460923)"
"MULTILINESTRING ((5.66638842671646 45.1602920215729,5.66879833878579 45.1595005375369))","(2:45.1598962796,5.66759338275)"
"MULTILINESTRING ((5.64947781590737 45.1697126002336,5.64945878650208 45.1687970078928))","(2:45.1692548041,5.6494683012)"
"MULTILINESTRING ((5.64945878650208 45.1687970078928,5.64940532231993 45.1684627183505,5.64831804652487 45.168018259885))","(2:45.168327604,5.64898929368)"
"MULTILINESTRING ((5.99134887809687 45.4570747542336,5.99228039262554 45.4574412539223))","(2:45.4572580041,5.99181463536)"
